 3.400	.8019E+00
 3.420	.8337E+00
 3.450	.8627E+00
 3.470	.8814E+00
 3.500	.8906E+00
 3.520	.8809E+00
 3.550	.8789E+00
 3.570	.8871E+00
 3.58 	.9079E+00
 3.600	.9234E+00
 3.630	.9128E+00
 3.650	.8982E+00
 3.670	.9238E+00
 3.700	.9465E+00
 3.720	.9344E+00
 3.750	.9207E+00
 3.770	.9356E+00
 3.800	.9412E+00
 3.820	.9389E+00
 3.850	.9176E+00
 3.880	.8895E+00
 3.900	.9245E+00
 3.950	.9273E+00
 4.000	.8773E+00
 4.050	.8488E+00
 4.100	.7012E+00
 4.150	.4080E-07
 4.200	.8334E-16
 4.250	.3683E-10
 4.270	.1120E-12
 4.300	.8156E-05
 4.350	.3132E-02
 4.400	.2355E-01
 4.450	.2215E+00
 4.500	.3300E+00
 4.550	.7611E+00
 4.600	.7681E+00
 4.610	.8641E+00
 4.650	.8839E+00
 4.670	.8579E+00
 4.700	.8051E+00
 4.730	.7955E+00
 4.750	.6884E+00
 4.800	.6549E+00
 4.820	.7126E+00
 4.850	.7017E+00
 4.900	.6525E+00
 4.950	.6614E+00
 5.000	.6287E+00
 5.050	.5162E+00
 5.100	.4073E+00
 5.150	.3278E+00
 5.200	.3141E+00
 5.250	.2909E+00
 5.300	.2564E+00
 5.350	.1584E+00
 5.400	.8914E-01
 5.450	.8517E-01
 5.500	.3446E-01
 5.550	.1002E+00
 5.600	.4211E-02
 5.650	.3054E-02
 5.700	.1719E-02
 5.750	.3159E-03
 5.800	.2259E-03
 5.850	.5136E-03
 5.900	.1093E-02
 5.950	.1444E-02
 6.000	.1315E-02
 6.050	.1089E-02
 6.100	.1033E-02
 6.150	.3522E-02
 6.200	.9583E-02
 6.300	.4724E-03
 6.400	.2002E-03
 6.500	.1074E-03
 6.600	.2958E-02
 6.700	.5267E-02
 6.800	.6296E-02
 6.900	.6652E-02
 7.000	.2261E-01
 7.100	.5151E-01
 7.200	.4939E-01
 7.300	.2373E+00
 7.400	.1765E+00
 7.500	.2392E+00
 7.600	.2628E+00
 7.700	.3552E+00
 7.800	.3188E+00
 7.900	.5193E+00
 8.000	.6803E+00
 8.100	.7576E+00
 8.200	.8415E+00
 8.300	.8340E+00
 8.400	.8454E+00
 8.500	.8651E+00
 8.590	.8710E+00
 8.600	.8586E+00
 8.700	.8770E+00
 8.800	.9226E+00
 8.900	.9352E+00
 9.000	.9351E+00
 9.100	.8984E+00
 9.200	.8529E+00
 9.300	.8896E+00
 9.400	.8111E+00
 9.500	.8835E+00
 9.600	.8727E+00
 9.700	.8640E+00
 9.750	.9088E+00
 9.800	.9364E+00
 9.900	.9565E+00
10.000	.9477E+00
10.100	.9483E+00
10.11 	.9256E+00
10.200	.9161E+00
10.300	.9243E+00
10.400	.9207E+00
10.41 	.9109E+00
10.500	.9103E+00
10.51 	.9085E+00
10.600	.9371E+00
10.700	.9344E+00
10.800	.9282E+00
10.81 	.9364E+00
10.900	.9221E+00
11.000	.9317E+00
11.100	.9394E+00
11.200	.9464E+00
11.500	.9427E+00
11.600	.9414E+00
11.800	.9370E+00
12.000	.9336E+00
12.100	.8913E+00
12.400	.8819E+00
12.41 	.8765E+00
12.500	.7846E+00
12.600	.9110E+00
12.700	.8881E+00
12.800	.8911E+00
12.900	.8580E+00
13.000	.7148E+00
13.100	.6677E+00
13.200	.5093E+00
13.300	.3692E+00
13.400	.2063E+00
13.500	.2183E+00
13.600	.2345E+00
13.700	.2977E+00
13.800	.9553E-01
13.900	.1640E+00
14.000	.7023E-01
14.100	.3045E-01
14.200	.1008E-01
14.300	.3559E-02
14.400	.7952E-03
14.500	.1453E-03
14.600	.5269E-04
14.700	.2726E-04
14.800	.2743E-04
14.900	.1846E-07
15.000	.9502E-05
15.01 	.1212E-03
15.100	.8917E-04
15.300	.9387E-04
15.400	.3585E-03
15.500	.2895E-02
15.600	.1280E-01
15.700	.2465E+00
16.100	.4821E-01
16.200	.4796E-01
16.300	.1536E+00
16.400	.8303E-01
16.500	.8296E-01
16.600	.5916E-01
16.700	.5605E-01
16.71 	.3320E-01
16.900	.1448E+00
17.100	.1718E+00
17.11 	.9948E-01
17.200	.2507E+00
17.300	.1434E+00
17.400	.2069E+00
17.41 	.7108E-01
17.600	.3493E+00
17.700	.3238E+00
17.800	.2701E+00
17.900	.4756E+00
18.000	.2282E+00
18.200	.1965E+00
18.21 	.1074E+00
18.22 	.3566E-01
18.300	.5176E+00
18.400	.2993E+00
18.500	.3228E+00
18.51 	.2626E+00
18.600	.4122E+00
18.800	.3624E+00
18.900	.2382E-01
19.000	.1675E+00
19.100	.9575E-01
19.200	.5959E-02
19.300	.1551E-01
19.400	.2154E+00
19.500	.1392E+00
19.600	.1668E+00
19.61 	.3457E-01
19.700	.3777E-01
19.800	.8733E-02
19.900	.3051E+00
20.400	.4913E+00
20.600	.2607E+00
20.800	.7032E-01
21.100	.2587E+00
21.500	.5935E-01
21.800	.1982E+00
22.200	.5315E-01
22.500	.8926E-01
22.700	.4297E-01
22.900	.6969E-01
23.300	.1342E-01
23.500	.4239E-02
23.700	.5513E-02
23.800	.1154E+00
24.000	.9657E-01
24.400	.4825E-01
24.800	.8793E-02
24.900	.3636E-02
25.100	.5353E-01
25.300	.9943E-01
25.600	.1685E-01
